tool,execution_id,project,caller_class,callee_class,type,covered_lines,total_lines,line_coverage_perc,killed_mutants,total_mutants,mutation_coverage_perc
evosuite-caller5,15,lang,org.apache.commons.lang3.builder.ReflectionToStringBuilder,org.apache.commons.lang3.builder.ToStringBuilder,sub/super,25,132,19,23,222,10
randoop,15,lang,org.apache.commons.lang3.builder.ReflectionToStringBuilder,org.apache.commons.lang3.builder.ToStringBuilder,sub/super,131,132,99,218,222,98
randoop-callee5,15,lang,org.apache.commons.lang3.builder.ReflectionToStringBuilder,org.apache.commons.lang3.builder.ToStringBuilder,sub/super,131,132,99,207,222,93
randoop-caller5,15,lang,org.apache.commons.lang3.builder.ReflectionToStringBuilder,org.apache.commons.lang3.builder.ToStringBuilder,sub/super,130,132,98,204,222,92
cling,15,lang,org.apache.commons.lang3.CharUtils,org.apache.commons.lang3.StringUtils,call,22,1245,2,4,4172,0
evosuite-callee5,15,lang,org.apache.commons.lang3.CharUtils,org.apache.commons.lang3.StringUtils,call,1181,1245,95,1241,4172,30
evosuite-caller5,15,lang,org.apache.commons.lang3.CharUtils,org.apache.commons.lang3.StringUtils,call,22,1245,2,11,4172,0
randoop,15,lang,org.apache.commons.lang3.CharUtils,org.apache.commons.lang3.StringUtils,call,1086,1245,87,3159,4172,76
randoop-callee5,15,lang,org.apache.commons.lang3.CharUtils,org.apache.commons.lang3.StringUtils,call,1061,1245,85,2950,4172,71
randoop-caller5,15,lang,org.apache.commons.lang3.CharUtils,org.apache.commons.lang3.StringUtils,call,22,1245,2,10,4172,0
cling,15,lang,org.apache.commons.lang3.ClassUtils,org.apache.commons.lang3.StringUtils,call,0,1245,0,0,4172,0
evosuite-callee5,15,lang,org.apache.commons.lang3.ClassUtils,org.apache.commons.lang3.StringUtils,call,1181,1245,95,1241,4172,30
evosuite-caller5,15,lang,org.apache.commons.lang3.ClassUtils,org.apache.commons.lang3.StringUtils,call,32,1245,3,21,4172,1
randoop,15,lang,org.apache.commons.lang3.ClassUtils,org.apache.commons.lang3.StringUtils,call,1115,1245,90,3237,4172,78
randoop-callee5,15,lang,org.apache.commons.lang3.ClassUtils,org.apache.commons.lang3.StringUtils,call,1061,1245,85,2950,4172,71
randoop-caller5,15,lang,org.apache.commons.lang3.ClassUtils,org.apache.commons.lang3.StringUtils,call,32,1245,3,14,4172,0
cling,15,lang,org.apache.commons.lang3.builder.ToStringStyle,org.apache.commons.lang3.ClassUtils,call,45,272,17,36,830,4
evosuite-callee5,15,lang,org.apache.commons.lang3.builder.ToStringStyle,org.apache.commons.lang3.ClassUtils,call,252,272,93,599,830,72
evosuite-caller5,15,lang,org.apache.commons.lang3.builder.ToStringStyle,org.apache.commons.lang3.ClassUtils,call,44,272,16,29,830,3
randoop,15,lang,org.apache.commons.lang3.builder.ToStringStyle,org.apache.commons.lang3.ClassUtils,call,186,272,68,413,830,50
randoop-callee5,15,lang,org.apache.commons.lang3.builder.ToStringStyle,org.apache.commons.lang3.ClassUtils,call,182,272,67,393,830,47
randoop-caller5,15,lang,org.apache.commons.lang3.builder.ToStringStyle,org.apache.commons.lang3.ClassUtils,call,0,,0,0,,0
cling,15,lang,org.apache.commons.lang3.StringUtils,org.apache.commons.lang3.ArrayUtils,call,20,1009,2,9,3057,0
evosuite-callee5,15,lang,org.apache.commons.lang3.StringUtils,org.apache.commons.lang3.ArrayUtils,call,1002,1009,99,2505,3057,82
evosuite-caller5,15,lang,org.apache.commons.lang3.StringUtils,org.apache.commons.lang3.ArrayUtils,call,31,1009,3,14,3057,0
randoop,15,lang,org.apache.commons.lang3.StringUtils,org.apache.commons.lang3.ArrayUtils,call,1001,1009,99,2792,3057,91
randoop-callee5,15,lang,org.apache.commons.lang3.StringUtils,org.apache.commons.lang3.ArrayUtils,call,971,1009,96,2600,3057,85
randoop-caller5,15,lang,org.apache.commons.lang3.StringUtils,org.apache.commons.lang3.ArrayUtils,call,31,1009,3,31,3057,1
cling,15,lang,org.apache.commons.lang3.math.NumberUtils,org.apache.commons.lang3.StringUtils,call,0,1245,0,0,4172,0
evosuite-callee5,15,lang,org.apache.commons.lang3.math.NumberUtils,org.apache.commons.lang3.StringUtils,call,1181,1245,95,1241,4172,30
evosuite-caller5,15,lang,org.apache.commons.lang3.math.NumberUtils,org.apache.commons.lang3.StringUtils,call,27,1245,2,28,4172,1
randoop,15,lang,org.apache.commons.lang3.math.NumberUtils,org.apache.commons.lang3.StringUtils,call,1085,1245,87,3191,4172,76
randoop-callee5,15,lang,org.apache.commons.lang3.math.NumberUtils,org.apache.commons.lang3.StringUtils,call,1061,1245,85,2950,4172,71
randoop-caller5,15,lang,org.apache.commons.lang3.math.NumberUtils,org.apache.commons.lang3.StringUtils,call,27,1245,2,7,4172,0
cling,15,lang,org.apache.commons.lang3.time.DurationFormatUtils,org.apache.commons.lang3.StringUtils,call,21,1245,2,0,4172,0
evosuite-callee5,15,lang,org.apache.commons.lang3.time.DurationFormatUtils,org.apache.commons.lang3.StringUtils,call,1181,1245,95,1241,4172,30
evosuite-caller5,15,lang,org.apache.commons.lang3.time.DurationFormatUtils,org.apache.commons.lang3.StringUtils,call,44,1245,4,21,4172,1
randoop,15,lang,org.apache.commons.lang3.time.DurationFormatUtils,org.apache.commons.lang3.StringUtils,call,0,190,0,0,509,0
randoop-callee5,15,lang,org.apache.commons.lang3.time.DurationFormatUtils,org.apache.commons.lang3.StringUtils,call,1061,1245,85,2950,4172,71
randoop-caller5,15,lang,org.apache.commons.lang3.time.DurationFormatUtils,org.apache.commons.lang3.StringUtils,call,51,1245,4,73,4172,2
cling,15,lang,org.apache.commons.lang3.ArrayUtils,org.apache.commons.lang3.builder.EqualsBuilder,call,0,261,0,0,744,0
evosuite-callee5,15,lang,org.apache.commons.lang3.ArrayUtils,org.apache.commons.lang3.builder.EqualsBuilder,call,0,261,0,0,744,0
evosuite-caller5,15,lang,org.apache.commons.lang3.ArrayUtils,org.apache.commons.lang3.builder.EqualsBuilder,call,8,261,3,6,744,1
randoop,15,lang,org.apache.commons.lang3.ArrayUtils,org.apache.commons.lang3.builder.EqualsBuilder,call,199,261,76,343,744,46
randoop-callee5,15,lang,org.apache.commons.lang3.ArrayUtils,org.apache.commons.lang3.builder.EqualsBuilder,call,182,261,70,328,744,44
randoop-caller5,15,lang,org.apache.commons.lang3.ArrayUtils,org.apache.commons.lang3.builder.EqualsBuilder,call,38,261,15,52,744,7
cling,15,lang,org.apache.commons.lang3.builder.ToStringBuilder,org.apache.commons.lang3.builder.ToStringStyle,call,326,483,67,113,793,14
evosuite-callee5,15,lang,org.apache.commons.lang3.builder.ToStringBuilder,org.apache.commons.lang3.builder.ToStringStyle,call,432,483,89,572,793,72
evosuite-caller5,15,lang,org.apache.commons.lang3.builder.ToStringBuilder,org.apache.commons.lang3.builder.ToStringStyle,call,340,483,70,305,793,38
randoop,15,lang,org.apache.commons.lang3.builder.ToStringBuilder,org.apache.commons.lang3.builder.ToStringStyle,call,400,483,83,608,793,77
randoop-callee5,15,lang,org.apache.commons.lang3.builder.ToStringBuilder,org.apache.commons.lang3.builder.ToStringStyle,call,0,,0,0,,0
randoop-caller5,15,lang,org.apache.commons.lang3.builder.ToStringBuilder,org.apache.commons.lang3.builder.ToStringStyle,call,378,483,78,100,793,13
cling,15,lang,org.apache.commons.lang3.time.FastDateFormat,org.apache.commons.lang3.time.FastDateFormat$TextField,call,11,13,85,4,20,20
evosuite-callee5,15,lang,org.apache.commons.lang3.time.FastDateFormat,org.apache.commons.lang3.time.FastDateFormat$TextField,call,0,13,0,0,20,0
evosuite-caller5,15,lang,org.apache.commons.lang3.time.FastDateFormat,org.apache.commons.lang3.time.FastDateFormat$TextField,call,13,13,100,17,20,85
randoop,15,lang,org.apache.commons.lang3.time.FastDateFormat,org.apache.commons.lang3.time.FastDateFormat$TextField,call,0,190,0,0,509,0
randoop-callee5,15,lang,org.apache.commons.lang3.time.FastDateFormat,org.apache.commons.lang3.time.FastDateFormat$TextField,call,0,,0,0,,0
randoop-caller5,15,lang,org.apache.commons.lang3.time.FastDateFormat,org.apache.commons.lang3.time.FastDateFormat$TextField,call,13,13,100,20,20,100
cling,15,lang,org.apache.commons.lang3.time.DurationFormatUtils,org.apache.commons.lang3.time.DurationFormatUtils$Token,call,24,31,77,24,79,30
evosuite-callee5,15,lang,org.apache.commons.lang3.time.DurationFormatUtils,org.apache.commons.lang3.time.DurationFormatUtils$Token,call,0,31,0,0,79,0
evosuite-caller5,15,lang,org.apache.commons.lang3.time.DurationFormatUtils,org.apache.commons.lang3.time.DurationFormatUtils$Token,call,29,31,94,38,79,48
randoop,15,lang,org.apache.commons.lang3.time.DurationFormatUtils,org.apache.commons.lang3.time.DurationFormatUtils$Token,call,13,31,42,25,79,32
randoop-callee5,15,lang,org.apache.commons.lang3.time.DurationFormatUtils,org.apache.commons.lang3.time.DurationFormatUtils$Token,call,0,,0,0,,0
randoop-caller5,15,lang,org.apache.commons.lang3.time.DurationFormatUtils,org.apache.commons.lang3.time.DurationFormatUtils$Token,call,13,31,42,25,79,32
cling,15,lang,org.apache.commons.lang3.time.FastDateFormat,org.apache.commons.lang3.time.FastDateFormat$Pair,call,5,12,42,0,66,0
evosuite-callee5,15,lang,org.apache.commons.lang3.time.FastDateFormat,org.apache.commons.lang3.time.FastDateFormat$Pair,call,0,12,0,0,66,0
evosuite-caller5,15,lang,org.apache.commons.lang3.time.FastDateFormat,org.apache.commons.lang3.time.FastDateFormat$Pair,call,5,12,42,0,66,0
randoop,15,lang,org.apache.commons.lang3.time.FastDateFormat,org.apache.commons.lang3.time.FastDateFormat$Pair,call,0,190,0,0,509,0
randoop-callee5,15,lang,org.apache.commons.lang3.time.FastDateFormat,org.apache.commons.lang3.time.FastDateFormat$Pair,call,0,,0,0,,0
randoop-caller5,15,lang,org.apache.commons.lang3.time.FastDateFormat,org.apache.commons.lang3.time.FastDateFormat$Pair,call,9,12,75,8,66,12
cling,15,lang,org.apache.commons.lang3.text.StrBuilder$StrBuilderReader,org.apache.commons.lang3.text.StrBuilder,call,72,664,11,107,2104,5
evosuite-callee5,15,lang,org.apache.commons.lang3.text.StrBuilder$StrBuilderReader,org.apache.commons.lang3.text.StrBuilder,call,0,664,0,0,2104,0
evosuite-caller5,15,lang,org.apache.commons.lang3.text.StrBuilder$StrBuilderReader,org.apache.commons.lang3.text.StrBuilder,call,34,664,5,42,2104,2
randoop,15,lang,org.apache.commons.lang3.text.StrBuilder$StrBuilderReader,org.apache.commons.lang3.text.StrBuilder,call,645,664,97,1882,2104,89
randoop-callee5,15,lang,org.apache.commons.lang3.text.StrBuilder$StrBuilderReader,org.apache.commons.lang3.text.StrBuilder,call,595,664,90,1526,2104,73
randoop-caller5,15,lang,org.apache.commons.lang3.text.StrBuilder$StrBuilderReader,org.apache.commons.lang3.text.StrBuilder,call,0,664,0,0,2104,0
cling,15,lang,org.apache.commons.lang3.text.StrSubstitutor,org.apache.commons.lang3.text.StrBuilder,call,202,664,30,312,2104,15
evosuite-callee5,15,lang,org.apache.commons.lang3.text.StrSubstitutor,org.apache.commons.lang3.text.StrBuilder,call,0,664,0,0,2104,0
evosuite-caller5,15,lang,org.apache.commons.lang3.text.StrSubstitutor,org.apache.commons.lang3.text.StrBuilder,call,88,664,13,116,2104,6
randoop,15,lang,org.apache.commons.lang3.text.StrSubstitutor,org.apache.commons.lang3.text.StrBuilder,call,652,664,98,1821,2104,87
randoop-callee5,15,lang,org.apache.commons.lang3.text.StrSubstitutor,org.apache.commons.lang3.text.StrBuilder,call,595,664,90,1526,2104,73
randoop-caller5,15,lang,org.apache.commons.lang3.text.StrSubstitutor,org.apache.commons.lang3.text.StrBuilder,call,59,664,9,96,2104,5
cling,15,lang,org.apache.commons.lang3.text.StrTokenizer,org.apache.commons.lang3.text.StrMatcher,call,25,35,71,19,80,24
evosuite-callee5,15,lang,org.apache.commons.lang3.text.StrTokenizer,org.apache.commons.lang3.text.StrMatcher,call,35,35,100,56,80,70
evosuite-caller5,15,lang,org.apache.commons.lang3.text.StrTokenizer,org.apache.commons.lang3.text.StrMatcher,call,24,35,69,9,80,11
randoop,15,lang,org.apache.commons.lang3.text.StrTokenizer,org.apache.commons.lang3.text.StrMatcher,call,35,35,100,70,80,88
randoop-callee5,15,lang,org.apache.commons.lang3.text.StrTokenizer,org.apache.commons.lang3.text.StrMatcher,call,0,,0,0,,0
randoop-caller5,15,lang,org.apache.commons.lang3.text.StrTokenizer,org.apache.commons.lang3.text.StrMatcher,call,21,35,60,15,80,19
cling,15,time,org.joda.time.Seconds,org.joda.time.base.BaseSingleFieldPeriod,sub/super,49,69,71,126,228,55
evosuite-callee5,15,time,org.joda.time.Seconds,org.joda.time.base.BaseSingleFieldPeriod,sub/super,0,69,0,0,228,0
evosuite-caller5,15,time,org.joda.time.Seconds,org.joda.time.base.BaseSingleFieldPeriod,sub/super,33,69,48,82,228,36
randoop,15,time,org.joda.time.Seconds,org.joda.time.base.BaseSingleFieldPeriod,sub/super,59,69,86,167,228,73
randoop-callee5,15,time,org.joda.time.Seconds,org.joda.time.base.BaseSingleFieldPeriod,sub/super,0,,0,0,,0
randoop-caller5,15,time,org.joda.time.Seconds,org.joda.time.base.BaseSingleFieldPeriod,sub/super,48,69,70,125,228,55
cling,15,time,org.joda.time.chrono.ISOChronology,org.joda.time.chrono.AssembledChronology,sub/super,94,101,93,52,359,14
evosuite-callee5,15,time,org.joda.time.chrono.ISOChronology,org.joda.time.chrono.AssembledChronology,sub/super,0,101,0,0,359,0
evosuite-caller5,15,time,org.joda.time.chrono.ISOChronology,org.joda.time.chrono.AssembledChronology,sub/super,93,101,92,35,359,10
randoop,15,time,org.joda.time.chrono.ISOChronology,org.joda.time.chrono.AssembledChronology,sub/super,0,190,0,0,509,0
randoop-callee5,15,time,org.joda.time.chrono.ISOChronology,org.joda.time.chrono.AssembledChronology,sub/super,0,,0,0,,0
randoop-caller5,15,time,org.joda.time.chrono.ISOChronology,org.joda.time.chrono.AssembledChronology,sub/super,95,101,94,91,359,25
cling,15,time,org.joda.time.chrono.ZonedChronology,org.joda.time.chrono.AssembledChronology,sub/super,97,101,96,67,359,19
evosuite-callee5,15,time,org.joda.time.chrono.ZonedChronology,org.joda.time.chrono.AssembledChronology,sub/super,0,101,0,0,359,0
evosuite-caller5,15,time,org.joda.time.chrono.ZonedChronology,org.joda.time.chrono.AssembledChronology,sub/super,93,101,92,338,359,94
randoop,15,time,org.joda.time.chrono.ZonedChronology,org.joda.time.chrono.AssembledChronology,sub/super,95,101,94,349,359,97
randoop-callee5,15,time,org.joda.time.chrono.ZonedChronology,org.joda.time.chrono.AssembledChronology,sub/super,0,,0,0,,0
randoop-caller5,15,time,org.joda.time.chrono.ZonedChronology,org.joda.time.chrono.AssembledChronology,sub/super,0,101,0,0,359,0
cling,15,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.EthiopicChronology,sub/super,44,58,76,8,133,6
evosuite-callee5,15,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.EthiopicChronology,sub/super,0,58,0,0,133,0
evosuite-caller5,15,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.EthiopicChronology,sub/super,39,58,67,0,133,0
randoop,15,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.EthiopicChronology,sub/super,56,58,97,102,133,77
randoop-callee5,15,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.EthiopicChronology,sub/super,51,58,88,31,133,23
randoop-caller5,15,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.EthiopicChronology,sub/super,0,,0,0,,0
cling,15,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,sub/super,77,115,67,91,352,26
evosuite-callee5,15,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,sub/super,0,115,0,0,352,0
evosuite-caller5,15,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,sub/super,79,115,69,120,352,34
randoop,15,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,sub/super,100,115,87,241,352,68
randoop-callee5,15,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,sub/super,63,115,55,43,352,12
randoop-caller5,15,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,sub/super,0,,0,0,,0
cling,15,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,sub/super,27,106,25,27,286,9
evosuite-callee5,15,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,sub/super,0,106,0,0,286,0
evosuite-caller5,15,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,sub/super,23,106,22,30,286,10
randoop,15,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,sub/super,95,106,90,235,286,82
randoop-callee5,15,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,sub/super,86,106,81,183,286,64
randoop-caller5,15,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,sub/super,0,,0,0,,0
cling,15,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,sub/super,104,172,60,140,350,40
evosuite-callee5,15,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,sub/super,171,172,99,212,350,61
evosuite-caller5,15,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,sub/super,135,172,78,125,350,36
randoop,15,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,sub/super,165,172,96,316,350,90
randoop-callee5,15,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,sub/super,0,,0,0,,0
randoop-caller5,15,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,sub/super,137,172,80,208,350,59
cling,15,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,sub/super,8,23,35,18,83,22
evosuite-callee5,15,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,sub/super,0,23,0,0,83,0
evosuite-caller5,15,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,sub/super,14,23,61,31,83,37
randoop,15,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,sub/super,23,23,100,83,83,100
